Token,Weirdness
стояковый,0
песчаноглинистый,0
макропористость,0
затвера,0
девание,0
бездефектный,0
тников,0
фармоновый,0
объёмно-фазовый,0
северн,0
хвостохранилища,0
гидрометаллург,0
заводларнинг,0
чикинди,0
омбориня,0
геотехнологик,0
тадкикоть,0
метадологиясь,0
ярлакабов,0
совершенствовань,0
пробоотборный,0
кум,0
кондесатский,0
наливной,0
пруд-испаритель,0
газли,0
уртакума,0
латухов,0
эшка,0
бон,0
бозо,0
офессо,0
культета,0
мезский,0
но-технологический,0
еспублика,0.0
хим,0
йкулович,0
епод,0
уский,0
гогик,0
хзун,0
йдулло,0
зовыя,0
докто,0
уралов,0
бция,0
очистк,0.0
комплексо-образовать,0
эшкурбонов,0
вдовенко,0.0
походень,0
лиофильность,0
эйриш,0
органомонтмориллонитовый,0
микродифракция,0
алюмофосфатный,0
химиия,0
алюмофосфат,0
выска,0
алюмосфатный,0
ортофосфатный,0
огнеупорность,0
пломба,0.0
дигидроксифосфат,0
волок,0
алюминиево-фосфатный,0
корунд,0
хромофосфатный,0
ниченный,0
межвузовск,0
дериватограммный,0
энерго-дисперсионный,0
рентген-флуоресцентный,0
нетреплемый,0
трепание,0
налаживать,0
заказать,0
киото,0
рентгеновое,0
рентген-флюорограмма,0
шелководный,0
сайфиддинович,0
органосорбент,0
аминополисахарид,0
оргонобентонит,0
красильно-отделочный,0
поллютант,0
органо-сорбент,0
гидрослюда,0
органовермикулит,0
индиго,0
органопроизводный,0
оргоносорбент,0
век-н,0
хз-век,0
гидратно-ионный,0
вышеотметить,0
оргоноглина,0
эндоэффект,0
оргонофильный,0
высокоэффективна,0
хальченко,0
шапкин,0.0
свистунов,0.0
токарь,0
лахбаев,0
сорбционно-флокуляционный,0
алмаата,0
рхта,0
исомитдинов,0
туробджан,0
цефотаксима,0.0
машарип,0
турсинбоевич,0
халлокова,0
биофизик,0.0
арсланбекович,0
монолигандный,0
цефотаксить,0.0
цефалоспорина,0.0
цефалоспорин,0.0
лактамаз,0.0
грамположительный,0.0
лактамный,0.0
бета-лактамаз,0.0
грамотрицательный,0.0
цефалоспо,0
рина,0.0
язвенный,0.0
ревматоидный,0.0
цефатоксимов,0
ацетонитрильный,0
микрометод,0.0
дюма,0
цефатоксима,0
монокристалл,0.0
цефатаксима,0
рефлексия,0.0
триёхядерный,0
ян-теллар,0
однолигандный,0
гетерометаллический,0
формиата,0
маяков,0
рясенский,0
цефазолин,0.0
твг,0
фенолфталина,0
предприять,0
спечивать,0
кельдаля,0
келдать,0
доставать,0.0
амония,0
нитрозо,0
азоксить,0
отогнать,0
лабильный,0.0
гостоптехиздат,0
аслон,0
истеъдод,0.0
сфалеритовый,0
колчеданный,0
блёклый,0
марказит,0
борнит,0
промышленний,0
эксгаляционно-осадочный,0
промышленно-ценный,0
гиссарский,0.0
морфной,0
прожилковый,0
цинкастат,0
астат,0
свидение,0
цианидный,0
уширить,0
минералый,0
полезть,0
ископ,0
глицинат,0
бобоевич,0
двухвалентн,0
иони,0
координироваться,0.0
монодентатный,0
дентатность,0
гетероядерный,0
аргентометрический,0.0
п-гидроксибензойный,0
частицный,0
простраственный,0
калинник,0
ракитин,0
магнетохимия,0
порая-кошица,0
кристаллохимия,0
стереохимия,0
стереохимический,0
одноосновный,0
выращёный,0
клубеньковый,0
хрустеть,0
санитарно-биологический,0
таблице,0
биметалл,0
соотвествовать,0
санквама,0
металлы-катализатор,0
никель-алюминиевый,0
кизельгур,0
триацилглицерин,0
гидрогенизационный,0
промер,0
нейтрализировать,0
никелькизельгуровый,0
электролитический,0
кизельгуровый,0
вийс,0
каминский,0.0
никель-кизельгуровый,0
зилось,0
канцероген,0.0
кисный,0
активирвать,0
мышов,0
фосфорилфосфора,0
азот-фосфорсодержащий,0
иомс-экстра,0
нефте-газовый,0
феврать,0
ярбобоев,0
жизз,0
р-связь,0
пи-электрон,0
полуароматический,0
морфолиновый,0
дованный,0.0
металлозащитный,0
муродиллоевич,0
шейвер,0
лизоваться,0
инчао,0
дексин,0
пропускть,0
затравка,0.0
анализуровать,0
шейвера,0
хайфэн,0
мэн,0.0
хаоина,0
нгавт,0
плаксин,0.0
нентной,0.0
рьева,0
потрландцементный,0
коррозион,0
кремнеземсодержащий,0
клинкерообразование,0
волнодисперсионный,0
балыкли-тау,0
хилковский,0
балыкчи,0
тау,0.0
балыкли,0
оксоний-катион,0
гидроксиля,0
синфазный,0
спарить,0
ступенька,0
спекаемость,0
обжигаемость,0
неидентичность,0
глиносодержать,0
электронно-микроскопически-рентгеновский,0
портланцеметный,0
диабазовый,0
балпантуский,0
балпантаусский,0
кременецкий,0
тюкавкина,0
ковдорский,0
таймас,0
есим,0
терехович,0
куралов,0.0
атаба,0
отбензинивание,0
мурина,0
бахор,0
портулак,0
огородный,0
штокроза,0
садово-парковый,0
мальвовый,0
мягчительный,0
ярлык,0.0
панацея,0
опухолевый,0.0
экстрага,0
индуктивносвязать,0
прецизионность,0.0
пилат,0
лечебнопрофилактический,0.0
касумов,0
афет,0
айят,0
жалить,0.0
мехти,0
ассистый,0
аймира,0
расим,0
оксидоредукт,0
гидролаза,0.0
окуривание,0
ангидирид,0
угнетаться,0.0
продлеваться,0.0
нецелессобразный,0
кагат,0
интесивность,0
повредиться,0
отмирание,0.0
цитоплазма,0.0
оттаить,0
имишлинский,0
сахар-сырец,0
оксидоредуктаза,0
катализира,0
дегидро,0
о-дифенолоксидаза,0
пара-дифеноловый,0
о-хинон,0
перокидаза,0
дегидрогеназа,0.0
бескислородный,0
каталаз,0.0
инвертаз,0
пектинэстераза,0
полигалактуроновый,0
тургор,0.0
анаболизм,0.0
катаболизм,0.0
дифенолоксидаза,0
определна,0
поляриметричский,0
ставитель,0
оксидоредуктаз,0
аскорбатоксидазао-дифенолоксидазапероксидазакаталазаинвертазапектинэстераза,0
кон-ференция,0
могилёв,0.0
косулин,0
гержикова,0
мослемзада,0
харна,0
сапрон,0
оплодотворяемость,0
удой,0
травоядный,0
добавль,0
осеннезимний,0.0
круглогодичность,0
отапливать,0
лёный,0
обеззараживать,0.0
накрывать,0
выверить,0
биоусвояемость,0
надой,0
хорошевский,0
варакин,0
халиков,0.0
малков,0
данькова,0
омельчук,0
мацерушко,0
белик,0.0
станишевский,0
биоэкологический,0
моминовый,0
мосинжон,0
анварджонович,0
зуфаржон,0
восхитительный,0
инеральный,0
пенконазол,0
заменительный,0
гульхумора,0
рассмотерный,0
исследвание,0
томариса,0
образцов,0
бобуршохнуть,0
улугнорский,0
предполивной,0
ркжим,0
реим,0
водно-физический,0
братчева,0
долгов,0.0
качинский,0
чипполетти,0
бровка,0.0
водомер,0
лиаграмм,0
тумариса,0
варианота,0
гапредполивный,0
джахонгирянг,0
замонорзутумариса,0
полученсредний,0
коллекциясиний,0
биоэкосан,0
биологиясь,0
худайкулов,0
заверюхин,0
файласуфлари,0
жамиять,0
стонать,0.0
пахтачилика,0
хассп,0
алиментариус,0
испытательноизмерительный,0
юридичёс,0
джонихон,0
черепица,0
гермафродитный,0
ложногермафродитный,0
двуклеточный,0
витис,0
двух-четырехсемять,0
грушевидный,0.0
клюв,0
зимостойкий,0
филлоксера,0
унаследовать,0
раннеяров,0
глюконовый,0
переваривать,0.0
нали,0.0
терпкий,0
глюкоацидометрить,0
глюкоацидометрический,0
увология,0
паузов,0
наноуглеродный,0
рузной,0
нанозагрузка,0
специаля,0
коть,0
перезрелый,0
шардон,0
гевюрцтраминер,0
сирый,0
фетяска,0
уролово,0
мульча,0
микроорошение,0
гелиостат,0
кобылов,0
ботаня,0
селекционно-семеноводческий,0
физиолог,0.0
клещ,0.0
хлебопекарнокрупяной,0
подморозить,0
сморщить,0.0
дитс,0
дктэ,0
самонагревание,0
затхлый,0.0
потема,0
манный,0.0
быстроразвивающийся,0.0
амикст,0
драгил,0
пюреобразный,0
токсиновый,0
интоксикация,0.0
энтеротоксин,0.0
ботулизм,0
парез,0.0
паралич,0.0
гастроэнтерит,0.0
анаэроб,0.0
ботулотоксин,0.0
смертельный,0.0
вяленый,0.0
макроспориаз,0
вдавить,0
ушиб,0.0
покрыться,0.0
потливость,0.0
диплодиоз,0
водянистый,0.0
фитофтороз,0
уродливый,0
потоотдел,0
сапрофитный,0.0
лопаться,0
перерабо,0
таннома,0
наместник,0
поморов,0
стереотипный,0.0
геликоидный,0
зацепка,0
мякот,0
шурданак,0
козинак,0
бич,0
секторный,0.0
продавливаться,0
сбрасыватель,0
резаный,0.0
серповидный,0.0
нкер,0
фронталь,0
высококвать,0
полусферический,0.0
запороть,0.0
выжать,0
прикрепнуть,0
поступа,0
мавзолей,0
саманид,0
ситорая,0
моха,0
хоса,0
резиденция,0
миниатюра,0
илеса,0
минарет,0
калян-жемчужина,0
хайдар-зад,0
кузиева,0
лолита,0
ниматович,0
стажёр-приподаватель,0
душица,0
солодка,0.0
шафран,0.0
ферула,0.0
стевий,0
ревень,0
зизифора,0
мята,0
вищной,0
прямостоячий,0.0
ветвистый,0
пахучий,0
серовато-зелёный,0
ярко-жёлтый,0.0
соцветие,0.0
облиственный,0
спазмолитический,0.0
диурести,0
отхаркивающий,0.0
желчегонный,0.0
секреция,0.0
бронхиальный,0.0
перистальтика,0.0
тонус,0.0
полукустарник,0
серебристо-зелёный,0
астма,0.0
фотоаппликация,0
гангрена,0.0
гнойный,0.0
стелить,0
кулинар,0
цветущий,0.0
диуретический,0.0
обезболивать,0.0
кашель,0.0
лихорадочный,0.0
бронхит,0.0
одышка,0.0
клубнелуковичный,0
лейкемия,0.0
стенокардия,0.0
шафрановый,0
болеутоляющий,0.0
судорожный,0.0
антиспазматический,0
цистит,0.0
мочекаменный,0.0
уретрит,0.0
купирование,0.0
судорога,0.0
эпилептический,0.0
рыльце,0.0
тонизировать,0.0
вонючий,0
асафетида,0
зонтичный,0.0
метеоризм,0.0
химсостав,0
феруловый,0
антиагрегантный,0.0
антигистаминный,0.0
противовирусный,0.0
дитерпеновый,0
стевиозид,0
общетонизировать,0
аптечный,0.0
противовоспалить,0.0
душистый,0.0
авитаминоз,0.0
неспецифический,0.0
бронхопневмония,0.0
бронхоэктаз,0.0
ревматизм,0.0
слабительное,0.0
антра,0
рецептор,0.0
танногликозид,0
тангутский,0
жёлчеотделение,0.0
противопоказанный,0.0
аппендицит,0.0
сутствие,0.0
гемостатический,0.0
клиноподиевидный,0
пахучковидный,0
деревянистый,0
зизифоровый,0
мятный,0.0
успокоительный,0.0
рефлек,0
коронарорасширять,0
местнораздражать,0
нейрорецептор,0.0
лярном,0
мочегонный,0
гипотензивный,0.0
рецептуракондитерский,0
пустырник,0.0
чабрец,0.0
череда,0.0
лный,0
полуф,0
брик,0
тистическ,0
ботк,0
резулт,0
помощть,0
нкондитерский,0
неподгорелый,0
валерьян,0.0
нерасплывчатый,0
подгореть,0
разламывание,0
коричнево-зелёный,0
закал,0
олеановый,0
урсоловый,0.0
кратегусовый,0
хлорогеновый,0
пряничный,0
пряночное,0
ненавязчивый,0.0
светло-зелёный,0
батурин,0.0
мендельсон,0
мирошников,0.0
парус,0
кошкин,0.0
шретереть,0
гаммерман,0
кадаев,0
яценко-хмелевский,0
кизима,0
холодец,0
пряноарый,0
пронченко,0
стения,0
цевтический,0.0
дыгин,0
фронич,0
отряшенков,0
гринкевич,0
твой,0
ммерма,0
стение-целитель,0
скуратовский,0
рченко,0
нир,0
бояринов,0
мехн,0
самылина,0.0
анмн,0
муаззамхан,0
алиджонович,0
контрафактный,0
тартразин,0
кармоизин,0
эритрозин,0
пересыхание,0
суховожарк,0
рогов,0.0
некрутман,0
микроволново-осмотический,0
арнасойский,0
суперкритический,0
микротечение,0
массо,0.0
высвый,0
бождения,0
утешева,0.0
эруковый,0.0
селекционер,0
испльзовать,0
употреба,0
упобребление,0
чихание,0.0
содержающийся,0
неблагоприятный-токсический,0
мелкопитать,0
чусвительность,0
безэр,0
руковыя,0
искковы,0
кардон,0
кувшинка,0
тиковый,0.0
сафлорамасличный,0
милютинский,0
сельскогохозяйство,0
орашать,0
заболачивание,0
горизантальный,0
мгсый,0
асо,0
высокорастворить,0
ливаета,0.0
прессной,0
вспажка,0
облагораживать,0
нетрализаовать,0
водопрочный,0
омонли,0
сомэ,0
аспэ,0
лонэда,0
рооцтый,0
интэнсивэ,0
гардэн,0
сайитовь,0
муродгосимовить,0
тестинг,0
анота,0
феатурес,0
биндинга,0
беаутть,0
форест,0
пеар,0
биометереть,0
другс,0
навигатед,0
дерс,0
адэй,0
мултидис,0
иплинарть,0
ресеар,0
нелиантус,0
аннус,0
усмонжонов,0
олдор,0
пропертиес,0
фоод,0
нон-традитионал,0
материалс,0
инноватионс,0
энгинееринг,0
нологть,0
пальмитый,0
леиновый,0
пальмитат,0
пальмитини,0
стеариня,0
миристина,0
арахина,0
олейн,0
линол,0
линолен,0
пальмо,0
ядровый,0
транскилограмм,0
салатный,0
ствования,0.0
газлифт,0
ситело,0
бурлить,0
барботироваться,0
гидрогенать,0
никель-медный,0
салями,0
промотирование,0
медноалюминиевый,0
саломас-катализатор,0
автоклава-ректификатор,0
быточный,0
парогазообразный,0
изомери,0
рафинировочный,0
хлорофилловый,0
гидрируемость,0
сорочечный,0
бекбаулиевич,0
саидиварис,0
модалный,0
формируемость,0
уточина,0
сорочка,0
зготовление,0
смывание,0
светоустойчивость,0
потребительный,0
репсовый,0
полурепс,0
рогожка,0
четырехнитный,0
нитный,0
модалной,0
окужать,0
смотреться,0.0
четырехитный,0
мяться,0
плета,0
багай,0
шанбех,0
гареаджи,0
иусталость,0
мешкообразный,0
парвин,0
урмить,0
арифуззаман,0
ясмина,0
физиотерапевтический,0.0
панна,0
ахирвар,0
джамдигнуть,0
утковый,0
патра,0
паттанаяк,0
эльмогахзь,0
фаттаховый,0.0
мирзаахмад,0
азизович,0.0
предотвраща-ть,0
числять,0
отвергаться,0.0
иент,0.0
бод,0.0
введенеие,0
больцман,0
вольтер,0
квадратик,0
катет,0.0
гипотенуза,0
градуа,0
тригонометрический,0
выпрямиться,0
запра,0
лияние,0
игт,0
ямщик,0
юдкевич,0
кубайтис,0
сопловый,0
каунас,0.0
чистовый,0
бандар,0
ванчелув,0
кикенс,0
мавлонжон,0
фазлиевич,0
раздвигаемость,0
стачной,0
неткать,0
нитяный,0
скрепить,0
нитевой,0.0
роспуск,0
стягивание,0.0
завязывать,0
утоняться,0
удлить,0
разутюжка,0
образцомэталон,0
вышаета,0.0
шорахмед,0
шоазим,0
системообразующий,0.0
именитый,0.0
укрепиться,0
колышек,0
подборщик,0
моток,0
обстоять,0.0
трепально-очистительный,0
компактор,0
деффект,0
джанпаизов,0
аширбеков,0
арипбаев,0
бейсенбаев,0
конысбек,0
пособа,0.0
лег-промбытиздат,0
ашнина,0
халезов,0
асташов,0
бойсарий,0
хабибулай,0
катаев,0.0
алакбар,0
коробельников,0
приёмоподать,0
намун,0
танлабнуть,0
ходжимуратович,0
заутюживание,0
оттягивание,0.0
флизелина,0
дублерин,0
вылёживание,0
формоуста,0
цельновыкроенный,0
предлаг,0
хген,0
повторяй,0
мтилп,0
березненко,0
влажнотеплов,0
полиграфить,0
чоршанбиевич,0
постнезависимый,0
малотиражный,0
автодорожный,0
сомонить,0
листовка,0.0
акцидентный,0
плакат,0.0
афиша,0
газетный,0.0
журнальный,0
координирование,0
переплёт,0
формированность,0
образованность,0.0
лернгера,0
евразэс,0
агт,0
глузман,0.0
тароупаковочный,0
морт,0
маджлисить,0
распрямлённость,0
мычка,0.0
разъесть,0
узловатость,0
парализация,0
развернутость,0
уличение,0
ориента,0
удлина,0.0
ленточка,0
разъединение,0
излечение,0.0
столик-цилиндр,0
растаскиваться,0
обрываться,0
разъединённость,0
обивочный,0
муаровый,0
числить,0
узельковы,0
параллелизый,0
сушение,0
прожигать,0
ченый,0.0
сушилька,0
терморегулятор,0
иммета,0
передназначить,0
поподавать,0
котра,0
дроугойя,0
кранник,0
поворотгий,0
ричага,0
выполненяться,0
сушилкий,0
ссолнечный,0
испаряемогоо,0
предствален,0
исслкдование,0
овоша,0
тольщина,0
уменшаться,0
позваодять,0
дражирование,0
дражинатор,0
дражиратор,0
инкрустация,0
пилюля,0
овощевод,0
травливание,0
исредство,0
дражировать,0
всходить,0
обгонять,0
грядка,0
инкрустациисемя,0
калибрование,0
дражировочный,0
бетономешалка,0
обволакиваться,0
ниимсха,0
опрыскиватель,0
тарелкоподобно-барабанный,0
тарелкоподобный-барабанный,0
смачиваться,0
стимуля,0.0
намачен,0
перепаратами,0
вредетель-насекомое,0
затембарабан,0
останавль,0
сесмена,0
проесть,0.0
высыпать,0
рассположение,0
клеюшиться,0
совершют,0
смешевание,0
подлинь,0
горизонтална,0
мошность,0
существеть,0
ииспользование,0
следуюший,0.0
подвергаютить,0
ждение,0.0
тухта,0
параболик,0
атрофидага,0
аракатя,0
параментларинить,0
лдошева,0
ажаргул,0
зующи,0
типич,0.0
попель,0
фрид,0
шпильрайна,0
шейндлина,0
данилин,0
гасаналий,0
рактеристика,0
бергман,0
дгпу,0
хазим,0
курпеновый,0
абдурашидович,0.0
урозбоев,0
юсуфжонович,0
бердибаев,0
намоз,0
лларидага,0
прикларнингмуст,0
камлигини,0
муддата,0
хизмат,0
илишиня,0
таъминлаш,0
тадбирларинить,0
напряженно-деформировать,0
алменовый,0
мухаммади,0
кенжаева,0
табоевич,0
пасс,0
жирский,0
переполненность,0
метрополитен,0
многомодальный,0
пересадочный,0
сеул,0
пекин,0
велопрокат,0
сажирский,0
смог,0
шэньчжэнь,0
топливопотребление,0
проезд,0.0
дармограй,0
мегаполисах-ич,0
постник,0
малышев,0.0
ренатович,0
гайбулла,0
иллюстративный,0
маневро,0
грузовфактор,0
отправкаконтейнерный,0
отправкамаршрутный,0
отправкагрупповый,0
отправкамелкать,0
отправкатехнологический,0
процессыработа,0
документамислучай,0
вагоновлокомотивный,0
отправкиразработка,0
маьематический,0
отправокускорение,0
грузавыражение,0
грузовпредотвращение,0
грузовнормирование,0
джоставка,0
вариантмаротп,0
локб,0
маротп,0
марот,0
следуемый,0
вагновый,0
мармара,0
форсайт,0
форсайта-сессия,0
трассиб,0
автомотриса,0
гашков,0
ржд,0.0
концессия,0
переориентироваться,0.0
бам,0
подъезд,0
байкать,0
докапит,0
отладить,0
концесси,0
концес,0
концессионный,0
обский,0
салехард,0
надым,0
широтный,0
элегест,0
курагино,0
цедент,0
росжелдор,0
приостановление,0.0
минационный,0
равнодоступность,0
повернуть,0
округа,0.0
необщий,0
скпп,0
ритмичность,0.0
ционал,0
перевоз,0
свердловский,0.0
находка,0.0
мыс,0
чуркин,0
гайдамак,0
полувагон,0
суве,0
ренитета,0
инвестпроект,0
инвестпрограмма,0
интерфакс,0
недискриминационный,0
андезибазальтовый,0
уббиниязов,0
лаура,0.0
изверженный,0
беркуттауский,0
гиалопилитовый,0
раскристаллизовать,0
лейст,0
оливин,0
микролит,0
интерстиция,0.0
андезибазальтва,0
андезибазальт,0
стилистический,0
эклектика,0
псевдорусский,0
югендстиль,0
модерн,0.0
беслан,0
вокзальный,0
основательный,0
эклектик,0
неокласся,0
цизм,0
дачный,0
впитать,0
царскосельский,0
тиражировать,0
пристанционный,0
губерния,0.0
безусый,0
ловный,0.0
горнозаводский,0
шрейбер,0
вощинина,0
патронаж,0
купец,0
гильдия,0
губонина,0.0
базилевский,0
плансон,0
скучный,0
открытка,0
владивостокский,0.0
шехтеля,0
шехтель,0
рукий,0.0
кекушев,0
ярославскоархангельский,0
северорусский,0
комментировать,0.0
глазго,0.0
суровость,0
стройность,0.0
милый,0
перенимать,0
веяние,0.0
д-м,0
бологое-псковский,0
московско-виндаво-рыбинский,0
порховский,0
галич,0.0
ярославско-архангельский,0
галицкий,0.0
историк,0
басс,0
эстетский,0
безуездный,0
заштатный,0
транслировать,0.0
композиционно-визуальный,0
провин,0
уездный,0.0
сийский,0.0
неоклассицизм,0
тогдашний,0
хан,0.0
буйнакск,0
губернский,0.0
тимиро,0
фотоподборка,0
митинг,0
переименование,0
фронтон,0
самаро-златоустовский,0
уфимский,0.0
давлеканово,0
шингак-куль,0
раевка,0
старинный,0
шингак,0
кизляр,0
самур,0
хас-вюрт,0
хасавюрт,0
шамхала,0
кумтор,0
кум-торкать,0
кумторкать,0
аксан,0
кумъ,0
торкале,0
кум-торкале,0
фотограф,0
ларин,0.0
преддверие,0.0
немец-колонист,0
хасавюртский,0
бесплодный,0.0
петровска-кавказский,0
среднероссийский,0.0
махачкала-сортировочный,0
петровск-кавказский,0
балкон,0
буфет,0.0
зрелище,0
историческийбагаж,0
петровск-порт,0
темиргий,0
наличник,0
кизилюрт,0
обгонный,0
каягент,0
белиджи,0
араблинский,0
берикей,0
инчхе,0
берикейя,0
двухэтажный,0
конторский,0
гимназия,0
усадьба,0
балакишеть,0
али-бек,0
военачальник,0
императорский,0
которог,0
некролог,0
горец,0.0
дослужиться,0
лейтенант,0
ризалит,0
неоготика,0
ланцетный,0.0
пилястр,0
раскреповка,0
архивольт,0
стилизовать,0
покраска,0
дербент,0.0
доходный,0
петровскобакинский,0
егрокн,0
ворок,0
жолтовский,0
восточ,0
объемно-композиционный,0
фарнез,0
капрарол,0
джакомо,0
бароцци,0
виньола,0
воспитанник,0.0
пентковский,0
далгат,0
обществоведческий,0
дибиров,0
риа,0
музей-заповедник,0
москвич,0
малышкина,0.0
пггт,0
петухов,0
шурыгин,0.0
наследство,0.0
констракшн,0
непред,0
сказовать,0
непредска,0
зуемостить,0
руководить,0.0
перекладывание,0.0
жизнеспо,0
дура,0
погудин,0.0
дуд,0
марефат,0
хоссейн,0
нагаша,0
туся,0
махмудить,0
хасанханло,0
огунлан,0
безгиновый,0
скидановый,0
петропавловск-камчатский,0
камчатка,0
порт-хаб,0
тикси,0
усть-камчатск,0
оссор,0
ледовитый,0
центричный,0
логиститческий,0
инженерно-инфраструктурный,0
ареал,0.0
циркумполярный,0
припортовый,0
булунский,0
петропавловка-камчатский,0
фарватер,0
информационно-цифровой,0
градоустроительный,0
упразднить,0
инженерно-логистический,0
рыбопромышленный,0
швартовка,0
судоремонтный,0
дотаможенный,0
полнопрофильный,0
верфь,0
найба,0
актуали,0
перевалка,0
оленька,0
индигирка,0
колыма,0
взирать,0.0
фгб,0.0
буор,0
бухта,0
мордвинов,0
лихорадка,0.0
подходный,0
крупнокаботажный,0
высказываться,0.0
петропавловскакамчатский,0
посьета,0
рутом,0
выборг,0
дубровин,0.0
курильский,0
андриановка,0
елизовский,0
новиковый,0
корсаковский,0
сахалинский,0.0
струнно-канатный,0
камчатск,0.0
грузопассажирский,0
порт-хаба,0
шекоу,0
чиваня,0
яньтаня,0
мавеня,0
шаучжуня,0
дунцзяотоу,0
фуюня,0
нэйхэ,0
сядун,0
ванино,0.0
трехчастное,0
беринг,0
петропавловск,0
камчатский,0
корф,0
тиличики,0
трехкомпонентый,0
тиличка,0
ленско-камчатский,0
трансполярный,0
амуро-якутский,0
гистралить,0
магадан,0.0
пенжинский,0
палана,0
амуроякутский,0
табаг,0
бинированный,0
тасс,0
газпромбанк,0
ларченко,0
колышкина,0
минтранс,0
туркменбаш,0
рахмидижанович,0
шурф,0
мёрзание,0
апрель-сентябрь,0
господин,0
метеор,0
с-в,0
ю-в,0
геоморфологический,0
туранский,0
левобережный,0
микрорельеф,0
неагрессивный,0
гидроингео,0
дренированность,0
галька,0
одёжа,0
нежёсткий,0
уширение,0
песчанный,0
просадочность,0
дорожно-климатический,0
песчанногравийный,0
антисейсмический,0
водоотвод,0
асак,0
пученистый,0
рецензент,0.0
гомельавтодор,0
лазбекин,0
головнич,0
мусулманович,0
д-ор,0
облакуловный,0
надстройка,0
среднеквадр,0
тичный,0
импровизированный,0
абдуллах,0
агува,0
альхадж,0
фолорунсо,0
бида,0
паспортизация,0
энергопотребитель,0
оъектом,0
референтный,0.0
энергорейтинг,0
классифица,0
энергоаудитор,0
девятиэтажный,0
мардакян,0
ециалист,0
энергоиспользующий,0
дальномер,0
пирометр,0
люксметр,0
пофасадный,0
холодоснабжение,0
остекление,0
перация,0.0
инновативный,0
тенция,0
подаватель,0
энергоэфффективность,0
паратур,0
первостепный,0
богатить,0
систематичность,0.0
цементобетонный,0
аслидина,0
цементно-бетонный,0
цироваться,0
гузор-бухара-нукус,0
бейновый,0
алматы-бишкек-ташкент,0
шахрисабз-термиз,0
строп,0
поглощающе-защитный,0
строп-м,0
дорожник,0
опрыскивать,0
патчер,0
термостатический,0
ретикулярный,0.0
альбом-каталог,0
каздорния,0
тилак,0
маматмумин,0
туракулович,0
ифтихоржон,0
бурханжон,0
жаростойкость,0
процитировать,0.0
экономичёска,0
ремонтироваться,0
цировал,0
олигока,0
проамид,0
дываета,0
котляровский,0
поликапроамидный,0
олигокапроамид,0
пнст,0
воданасыщение,0
укладк,0
сдвигоустоичивость,0
асфальтбетон,0
сероасфальтобетонный,0
аэродромный,0
неопределимый,0
многопролёт,0
аэрокосми,0
делимое,0
грузка,0.0
нйижба,0
маиляна,0
рися,0
асаад,0
севкавзнииэпсельстрой,0
нурмахамат,0
нишонбаев,0
арзиева,0
гидромашин,0
доток,0
знакопеременный,0
перекачивание,0
общепереть,0
выправлять,0
гидроабра,0
обмин,0
выт,0
каета,0
силумин,0
осциллографирование,0
силуминов,0
межлопастный,0
зора,0
срывной,0
взвесенес,0
хота,0
неабразивный,0
водоподъёмный,0
меъморчилика,0
каменко,0
максимилиан,0
инженер-системотехник,0
никорсия,0
ассемблер,0
ассемблерный,0
вычислительно-ёмкий,0
танный,0.0
с-подобный,0
ферийный,0
верифя,0
доменно-специфический,0
реализов,0
энергоограниченный,0
компилирование,0
приём-передача,0
амбиента,0
вычислительно-интенсивный,0
с-кода,0
вычислительноёмкий,0
одноплатный,0
байкал-т,0
бордаченков,0
евстифеев,0
ломоносовский,0
ревич,0
бусаров,0
наноэлектроника,0
шотткать,0
шоттки-диод,0
параллель,0.0
схемный,0
шоттка-диод,0
шотткидиод,0
вычитание,0
ровдо,0
магнитосопротивление,0
госэнергоиздат,0
матбобоев,0
плазмонный,0
наноплазмоника,0
карди,0.0
диэлектреть,0
наноплаз,0
моника,0.0
полупродник,0
деполяриза,0
наноплазмонный,0
плазмон,0
возбуждаться,0.0
вмвма,0
нанометалл,0
полупро,0.0
водник,0
действителььный,0
мзависимость,0
металловпроверкаеркароверка,0
проценко,0.0
усков,0.0
фотоэмиссия,0
нолл,0
щелевый,0
фотоэлектронный,0
нанолазмоника,0
вартанян,0.0
шафкаров,0
аблакул,0
геодемография,0
геодемографический,0
туация,0
вебкартографирование,0
риторий,0.0
явяаться,0
кколичество,0
одноканальный,0
совокуп,0
пространственновременный,0
пороядка,0
монохромный,0.0
нажиматься,0
атрибутивный,0.0
геодать,0
картограмма,0
чатление,0
ьший,0
гундар,0
мисевич,0
лопаткина,0.0
сиренжапов,0
соловов,0
байкальский,0
сохавить,0
скольженить,0
ибок,0.0
ейственный,0
шатунный,0
лостный,0
валя,0
жаров,0.0
алисиный,0
берлинер,0
поздеев,0.0
гоночный,0
болид,0
ассмотреть,0.0
инфузия,0.0
обвес,0
негорючесть,0
негоре,0
новохим,0
терморасширяться,0
синергист,0.0
поджигание,0
тление,0
поджигаться,0
разрешаться,0.0
углепластиковый,0
безгалогенный,0
бромировать,0
замешиваться,0
поднести,0
подносить,0
послесвечение,0
дожигание,0
гаращенко,0.0
пожаровзрывобезопасность,0
дубинин,0.0
западно-сибирский,0
засл,0.0
деить,0.0
чешко,0
нажиматдийн,0
ермекбаевич,0
кривошипный,0
скручивать,0
среднеоборотистый,0
быстроходный,0
хромистый,0
хромоникелевый,0
отливать,0
ковкий,0
ферито-перлитный,0
макрогеометрия,0
среднеоборотный,0
баббит,0
триметаллический,0
выступание,0
бабашева,0
методичка,0
